Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,181.011,181.011,screen dark,49.749099442200006
0,181.011,181.011,wifi running,1.1623621364999999
0.0,2.1164789999997993,2.1164789999997993,core 0 cpu_idle start,0.05617600891379467
2.1164789999997993,182.00599999999986,179.88952100000006,core 0 cpu_idle,4.774663644286202
0.0,2.1163729999998395,2.1163729999998395,core 1 cpu_idle start,0.056173195440595736
2.1163729999998395,182.00599999999986,179.88962700000002,core 1 cpu_idle,4.7746664577594
0.0,2.792099999999664,2.792099999999664,core 2 cpu_idle start,0.07410847661999108
2.792099999999664,182.00599999999986,179.2139000000002,core 2 cpu_idle,4.756731176580005
0.0,2.1172899999996844,2.1172899999996844,core 3 cpu_idle start,0.05619753463799162
2.1172899999996844,182.00599999999986,179.88871000000017,core 3 cpu_idle,4.774642118562005
0.0,2.242142999999942,2.242142999999942,core 4 cpu_idle start,0.05951140793459845
2.242142999999942,182.00599999999986,179.76385699999992,core 4 cpu_idle,4.771328245265398
0.0,3.3920329999996284,3.3920329999996284,core 5 cpu_idle start,0.09003201829259012
3.3920329999996284,182.00599999999986,178.61396700000023,core 5 cpu_idle,4.740807634907406
