Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,180.587,180.587,screen dark,51.2209020972
0.0,1.8093370000001414,1.8093370000001414,core 0 cpu_idle start,0.04956063536920387
1.8093370000001414,1.971091000000115,0.16175399999997353,core 0 cpu_idle,0.0044307008663992745
1.971091000000115,1.971557999999959,0.0004669999998441199,core 0 cpu_frequency,None
1.971557999999959,2.0309810000001107,0.05942300000015166,core 0 cpu_idle,0.0016276910468041542
2.0309810000001107,2.0526859999999942,0.021704999999883512,core 0 cpu_frequency,None
2.0526859999999942,2.154568000000154,0.10188200000015968,core 0 cpu_idle,0.002790710991204374
2.154568000000154,2.159707000000026,0.005138999999871885,core 0 cpu_frequency,None
2.159707000000026,2.651047999999946,0.4913409999999203,core 0 cpu_idle,0.013458616135597817
2.651047999999946,2.6543320000000676,0.003284000000121523,core 0 cpu_frequency,None
2.6543320000000676,2.6711669999999685,0.0168349999999009,core 0 cpu_idle,0.0004611375859972855
2.6711669999999685,2.689487000000099,0.018320000000130676,core 0 cpu_frequency,None
2.689487000000099,2.6896679999999833,0.00018099999988407944,core 0 cpu_frequency,None
2.6896679999999833,2.704777000000149,0.015109000000165906,core 0 cpu_idle,0.0004138596844045444
2.704777000000149,2.7259970000000067,0.021219999999857464,core 0 cpu_frequency,None
2.7259970000000067,2.7495880000001307,0.02359100000012404,core 0 cpu_frequency,None
2.7495880000001307,3.930953000000045,1.1813649999999143,core 0 cpu_idle,0.03235947753399765
3.930953000000045,3.9310729999999694,0.0001199999999244028,core 0 cpu_frequency,None
3.9310729999999694,3.952825999999959,0.021752999999989697,core 0 cpu_idle,0.0005958494747997177
3.952825999999959,3.9532580000000053,0.0004320000000461732,core 0 cpu_frequency,None
3.9532580000000053,3.970898000000034,0.017640000000028522,core 0 cpu_idle,0.00048318782400078123
3.970898000000034,3.9710609999999633,0.00016299999992952507,core 0 cpu_frequency,None
3.9710609999999633,3.992387000000008,0.021326000000044587,core 0 cpu_idle,0.0005841532616012213
3.992387000000008,4.121102000000064,0.12871500000005653,core 0 cpu_frequency,None
4.121102000000064,4.241048000000092,0.1199460000000272,core 0 cpu_idle,0.0032855128536007448
4.241048000000092,4.241072000000031,2.3999999939405825e-05,core 0 cpu_frequency,None
4.241072000000031,4.251183000000083,0.010111000000051718,core 0 cpu_idle,0.0002769564676014166
4.251183000000083,4.33329300000014,0.08211000000005697,core 0 cpu_frequency,None
4.33329300000014,4.582092999999986,0.24879999999984648,core 0 cpu_idle,0.006815030079995794
4.582092999999986,4.582352000000128,0.0002590000001418957,core 0 cpu_frequency,None
4.582352000000128,4.591061999999965,0.008709999999837237,core 0 cpu_idle,0.00023858083599554166
4.591061999999965,4.5923340000001645,0.0012720000001991139,core 0 cpu_frequency,None
4.5923340000001645,4.611970000000156,0.019635999999991327,core 0 cpu_idle,0.0005378614575997624
4.611970000000156,4.61229400000002,0.00032399999986409966,core 0 cpu_frequency,None
4.61229400000002,4.627416000000039,0.015122000000019398,core 0 cpu_idle,0.0004142157752005313
4.627416000000039,4.627873000000136,0.00045700000009674113,core 0 cpu_frequency,None
4.627873000000136,4.659992000000102,0.032118999999966036,core 0 cpu_idle,0.0008797908003990696
4.659992000000102,4.661405999999943,0.0014139999998405983,core 0 cpu_frequency,None
4.661405999999943,4.7093589999999494,0.047953000000006796,core 0 cpu_idle,0.001313509394800186
4.7093589999999494,4.709536999999955,0.00017800000000534055,core 0 cpu_frequency,None
4.709536999999955,4.710995000000139,0.0014580000001842564,core 0 cpu_idle,3.993695280504707e-05
4.710995000000139,4.711660000000165,0.000665000000026339,core 0 cpu_frequency,None
4.711660000000165,4.734535000000051,0.022874999999885404,core 0 cpu_idle,0.000626582849996861
4.734535000000051,4.734666000000061,0.0001310000000103173,core 0 cpu_frequency,None
4.734666000000061,4.851094999999987,0.11642899999992551,core 0 cpu_idle,0.0031891765963979594
4.851094999999987,4.851200999999946,0.0001059999999597494,core 0 cpu_frequency,None
4.851200999999946,4.855150999999978,0.00395000000003165,core 0 cpu_idle,0.00010819682000086695
4.855150999999978,4.8553300000000945,0.00017900000011650263,core 0 cpu_frequency,None
4.8553300000000945,4.861012000000073,0.005681999999978871,core 0 cpu_idle,0.00015563907119942123
4.861012000000073,4.86139100000014,0.0003790000000662985,core 0 cpu_frequency,None
4.86139100000014,4.871253000000024,0.009861999999884574,core 0 cpu_idle,0.0002701359591968383
4.871253000000024,4.871505999999954,0.0002529999999296706,core 0 cpu_frequency,None
4.871505999999954,4.891200000000026,0.019694000000072265,core 0 cpu_idle,0.0005394501704019794
4.891200000000026,4.891550000000052,0.00035000000002582965,core 0 cpu_frequency,None
4.891550000000052,4.951195000000098,0.05964500000004591,core 0 cpu_idle,0.0016337719820012574
4.951195000000098,4.951540000000023,0.0003449999999247666,core 0 cpu_frequency,None
4.951540000000023,5.001108000000158,0.049568000000135726,core 0 cpu_idle,0.0013577468288037177
5.001108000000158,5.001760000000104,0.000651999999945474,core 0 cpu_frequency,None
5.001760000000104,5.290969000000132,0.289209000000028,core 0 cpu_idle,0.007921897244400768
5.290969000000132,5.299518000000035,0.008548999999902662,core 0 cpu_frequency,None
5.299518000000035,5.311147000000119,0.011629000000084488,core 0 cpu_idle,0.00031853691640231424
5.311147000000119,5.313617000000022,0.0024699999999029387,core 0 cpu_frequency,None
5.313617000000022,5.335627000000159,0.022010000000136642,core 0 cpu_idle,0.0006028891160037429
5.335627000000159,5.337371000000076,0.0017439999999169231,core 0 cpu_frequency,None
5.337371000000076,5.735145999999986,0.3977749999999105,core 0 cpu_idle,0.010895693689997548
5.735145999999986,5.7352350000001024,8.900000011635711e-05,core 0 cpu_frequency,None
5.7352350000001024,5.75247000000013,0.017235000000027867,core 0 cpu_idle,0.0004720942260007633
5.75247000000013,5.85641499999997,0.10394499999983964,core 0 cpu_frequency,None
5.85641499999997,6.110967000000073,0.25455200000010336,core 0 cpu_idle,0.006972586563202831
6.110967000000073,6.111217000000124,0.0002500000000509317,core 0 cpu_frequency,None
6.111217000000124,6.130914000000075,0.019696999999951004,core 0 cpu_idle,0.0005395323451986579
6.130914000000075,6.130994000000101,8.000000002539309e-05,core 0 cpu_frequency,None
6.130994000000101,6.173441000000139,0.042447000000038315,core 0 cpu_idle,0.0011626912452010496
6.173441000000139,6.175286000000142,0.0018450000000029831,core 0 cpu_frequency,None
6.175286000000142,6.773791999999958,0.5985059999998157,core 0 cpu_idle,0.016394036949594952
6.773791999999958,6.774385000000166,0.0005930000002081215,core 0 cpu_frequency,None
6.774385000000166,6.791140000000041,0.01675499999987551,core 0 cpu_idle,0.00045894625799659
6.791140000000041,6.791449000000057,0.00030900000001565786,core 0 cpu_frequency,None
6.791449000000057,6.8112129999999524,0.019763999999895532,core 0 cpu_idle,0.0005413675823971384
6.8112129999999524,6.811509000000115,0.00029600000016216654,core 0 cpu_frequency,None
6.811509000000115,9.348130000000083,2.5366209999999683,core 0 cpu_idle,0.06948210778359913
9.348130000000083,9.348244000000022,0.00011399999993955134,core 0 cpu_frequency,None
9.348244000000022,9.351004000000103,0.002760000000080254,core 0 cpu_idle,7.560081600219827e-05
9.351004000000103,9.351126000000022,0.00012199999991935329,core 0 cpu_frequency,None
9.351126000000022,9.360225000000128,0.009099000000105661,core 0 cpu_idle,0.00024923616840289423
9.360225000000128,9.360226000000011,9.99999883788405e-07,core 0 cpu_frequency,None
9.360226000000011,9.434813000000076,0.07458700000006502,core 0 cpu_idle,0.0020430572692017807
9.434813000000076,9.434913000000051,9.999999997489795e-05,core 0 cpu_frequency,None
9.434913000000051,9.436529999999948,0.0016169999998965068,core 0 cpu_idle,4.4292217197165156e-05
9.436529999999948,9.4366050000001,7.500000015170372e-05,core 0 cpu_frequency,None
9.4366050000001,9.438278000000082,0.001672999999982494,core 0 cpu_idle,4.582614679952048e-05
9.438278000000082,9.438765999999987,0.0004879999999047868,core 0 cpu_frequency,None
9.438765999999987,9.438855999999987,9.000000000014552e-05,core 0 cpu_frequency,None
9.438855999999987,9.439243000000033,0.00038700000004610047,core 0 cpu_idle,1.0600549201262765e-05
9.439243000000033,9.439416000000165,0.00017300000013165118,core 0 cpu_frequency,None
9.439416000000165,9.440377000000126,0.0009609999999611318,core 0 cpu_frequency,None
9.440377000000126,9.440565000000106,0.00018799999998009298,core 0 cpu_frequency,None
9.440565000000106,9.441584000000148,0.0010190000000420696,core 0 cpu_idle,2.7912040401152353e-05
9.441584000000148,9.441773000000012,0.00018899999986388138,core 0 cpu_frequency,None
9.441773000000012,9.441861000000017,8.800000000519503e-05,core 0 cpu_frequency,None
9.441861000000017,9.442248999999947,0.00038799999992988887,core 0 cpu_idle,1.0627940798079543e-05
9.442248999999947,9.442395000000033,0.00014600000008613279,core 0 cpu_frequency,None
9.442395000000033,9.442463999999973,6.899999993947858e-05,core 0 cpu_frequency,None
9.442463999999973,9.442645999999968,0.00018199999999524152,core 0 cpu_idle,4.985271199869658e-06
