Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,183.518,183.518,screen dark,52.04045618520001
0,183.517,183.517,audio,13.617989095200002
0.0,1.8756570000005013,1.8756570000005013,core 0 cpu_idle start,0.05136561720781372
1.8756570000005013,1.9764199999999619,0.10076299999946059,core 0 cpu_idle,0.0027594350601852276
1.9764199999999619,1.9770830000006754,0.0006630000007135095,core 0 cpu_frequency,None
1.9770830000006754,2.05660700000044,0.07952399999976478,core 0 cpu_idle,0.0021777965495935582
2.05660700000044,2.0766590000002907,0.020051999999850523,core 0 cpu_frequency,None
2.0766590000002907,2.0770910000001095,0.00043199999981879955,core 0 cpu_frequency,None
2.0770910000001095,2.308694000000287,0.23160300000017742,core 0 cpu_idle,0.006342540796204858
2.308694000000287,2.309408000000076,0.000713999999788939,core 0 cpu_frequency,None
2.309408000000076,2.314456000000064,0.005047999999987951,core 0 cpu_frequency,None
2.314456000000064,2.3149920000005295,0.0005360000004657195,core 0 cpu_frequency,None
2.3149920000005295,2.3164370000004055,0.0014449999998760177,core 0 cpu_idle,3.9571902996604693e-05
2.3164370000004055,2.3213620000005903,0.004925000000184809,core 0 cpu_frequency,None
2.3213620000005903,2.336434000000736,0.015072000000145636,core 0 cpu_idle,0.0004127527488039882
2.336434000000736,2.3365520000006654,0.00011799999992945231,core 0 cpu_frequency,None
2.3365520000006654,2.3564690000002884,0.01991699999962293,core 0 cpu_idle,0.0005454350117896738
2.3564690000002884,2.3714239999999336,0.014954999999645224,core 0 cpu_frequency,None
2.3714239999999336,2.371617000000697,0.00019300000076327706,core 0 cpu_frequency,None
2.371617000000697,2.376817000000301,0.005199999999604188,core 0 cpu_idle,0.0001424040799891605
2.376817000000301,2.689364000000751,0.31254700000044977,core 0 cpu_frequency,None
2.689364000000751,2.6895030000005136,0.00013899999976274557,core 0 cpu_frequency,None
2.6895030000005136,2.69642500000009,0.006921999999576656,core 0 cpu_idle,0.00018956173878840652
2.69642500000009,2.7447000000001935,0.04827500000010332,core 0 cpu_frequency,None
2.7447000000001935,2.744945000000371,0.00024500000017724233,core 0 cpu_frequency,None
2.744945000000371,2.762879000000794,0.01793400000042311,core 0 cpu_idle,0.000491129763611587
2.762879000000794,2.8700720000006186,0.10719299999982468,core 0 cpu_frequency,None
2.8700720000006186,3.2564760000004753,0.38640399999985675,core 0 cpu_idle,0.010581828101596077
3.2564760000004753,3.2685270000001765,0.012050999999701162,core 0 cpu_frequency,None
3.2685270000001765,3.276513000000705,0.007986000000528293,core 0 cpu_frequency,None
3.276513000000705,3.2832750000006854,0.006761999999980617,core 0 cpu_frequency,None
3.2832750000006854,3.3164590000005774,0.03318399999989197,core 0 cpu_idle,0.0009087571135970413
3.3164590000005774,3.327194000000418,0.010734999999840511,core 0 cpu_frequency,None
3.327194000000418,4.246313999999984,0.9191199999995661,core 0 cpu_idle,0.025170468847988115
4.246313999999984,4.246665000000576,0.0003510000005917391,core 0 cpu_frequency,None
4.246665000000576,4.256447000000662,0.009782000000086555,core 0 cpu_idle,0.0002678839828023703
4.256447000000662,4.2566530000003695,0.00020599999970727367,core 0 cpu_frequency,None
4.2566530000003695,4.492875000000822,0.23622200000045268,core 0 cpu_idle,0.006469033958812397
4.492875000000822,4.4930550000008225,0.00018000000000029104,core 0 cpu_frequency,None
4.4930550000008225,4.525789000000259,0.03273399999943649,core 0 cpu_idle,0.000896433683584568
4.525789000000259,4.578567000000476,0.05277800000021671,core 0 cpu_frequency,None
4.578567000000476,4.675521000000117,0.09695399999964138,core 0 cpu_idle,0.0026551240715901787
4.675521000000117,4.675672000000304,0.00015100000018719584,core 0 cpu_frequency,None
4.675672000000304,4.676476000000548,0.0008040000002438319,core 0 cpu_idle,2.2017861606677433e-05
4.676476000000548,4.677081000000726,0.0006050000001778244,core 0 cpu_frequency,None
4.677081000000726,4.683647000000747,0.006566000000020722,core 0 cpu_idle,0.00017981253640056747
4.683647000000747,4.684414000000288,0.00076699999954144,core 0 cpu_frequency,None
4.684414000000288,4.755860000000212,0.07144599999992352,core 0 cpu_idle,0.001956577288397905
4.755860000000212,4.756249000000025,0.0003889999998136773,core 0 cpu_frequency,None
4.756249000000025,4.756463000000622,0.00021400000059657032,core 0 cpu_idle,5.860475616337316e-06
4.756463000000622,4.756557000000612,9.399999999004649e-05,core 0 cpu_frequency,None
4.756557000000612,4.776426000000356,0.01986899999974412,core 0 cpu_idle,0.0005441205125929925
4.776426000000356,4.776487000000088,6.099999973230297e-05,core 0 cpu_frequency,None
4.776487000000088,4.796487000000525,0.020000000000436557,core 0 cpu_idle,0.0005477080000119552
4.796487000000525,4.796589000000495,0.00010199999996984843,core 0 cpu_frequency,None
4.796589000000495,5.007745000000796,0.211156000000301,core 0 cpu_idle,0.005782591522408242
5.007745000000796,5.009474000000409,0.001728999999613734,core 0 cpu_frequency,None
5.009474000000409,5.336471000000529,0.32699700000011944,core 0 cpu_idle,0.00895494364380327
5.336471000000529,5.347351000000344,0.010879999999815482,core 0 cpu_frequency,None
5.347351000000344,5.356661000000713,0.009310000000368746,core 0 cpu_idle,0.00025495807401009824
5.356661000000713,5.468888000000334,0.1122269999996206,core 0 cpu_frequency,None
5.468888000000334,5.469034000000647,0.00014600000031350646,core 0 cpu_frequency,None
5.469034000000647,6.133309000000736,0.6642750000000888,core 0 cpu_idle,0.01819143658500243
6.133309000000736,6.134183000000121,0.0008739999993849779,core 0 cpu_frequency,None
