Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,180.335,180.335,screen dark,50.65159312500001
0.0,1.560595999999805,1.560595999999805,core 0 cpu_idle start,0.04233116649999471
1.560595999999805,1.9697699999996985,0.40917399999989357,core 0 cpu_idle,0.011098844749997113
1.9697699999996985,1.9748319999998785,0.005062000000179978,core 0 cpu_frequency,None
1.9748319999998785,2.0395739999999023,0.06474200000002384,core 0 cpu_idle,0.0017561267500006464
2.0395739999999023,2.0401739999997517,0.0005999999998493877,core 0 cpu_frequency,None
2.0401739999997517,2.045245999999679,0.005071999999927357,core 0 cpu_frequency,None
2.045245999999679,2.7188929999997526,0.6736470000000736,core 0 cpu_idle,0.018272674875001997
2.7188929999997526,2.7193429999997534,0.0004500000000007276,core 0 cpu_frequency,None
2.7193429999997534,2.779533999999785,0.060191000000031636,core 0 cpu_idle,0.001632680875000858
2.779533999999785,2.783031999999821,0.0034980000000359723,core 0 cpu_frequency,None
2.783031999999821,3.9161779999999453,1.1331460000001243,core 0 cpu_idle,0.030736585250003372
3.9161779999999453,3.916190999999799,1.2999999853491317e-05,core 0 cpu_frequency,None
3.916190999999799,3.919538999999986,0.0033480000001873123,core 0 cpu_idle,9.081450000508084e-05
3.919538999999986,3.919590999999855,5.199999986871262e-05,core 0 cpu_frequency,None
3.919590999999855,4.2052269999999226,0.2856360000000677,core 0 cpu_idle,0.007747876500001837
4.2052269999999226,4.205235999999786,8.999999863590347e-06,core 0 cpu_frequency,None
4.205235999999786,4.58712099999957,0.38188499999978376,core 0 cpu_idle,0.010358630624994135
4.58712099999957,4.5874479999997675,0.0003270000001975859,core 0 cpu_frequency,None
4.5874479999997675,4.603092999999717,0.015644999999949505,core 0 cpu_idle,0.0004243706249986303
4.603092999999717,4.6502919999998085,0.04719900000009147,core 0 cpu_frequency,None
4.6502919999998085,4.6755669999997735,0.025274999999965075,core 0 cpu_idle,0.0006855843749990527
4.6755669999997735,4.675679999999829,0.00011300000005576294,core 0 cpu_frequency,None
4.675679999999829,4.679610999999568,0.00393099999973856,core 0 cpu_idle,0.00010662837499290845
4.679610999999568,4.689548999999715,0.00993800000014744,core 0 cpu_frequency,None
4.689548999999715,4.770950999999968,0.08140200000025288,core 0 cpu_frequency,None
4.770950999999968,4.779541999999765,0.008590999999796622,core 0 cpu_idle,0.00023303087499448337
4.779541999999765,4.783170999999584,0.003628999999818916,core 0 cpu_frequency,None
4.783170999999584,4.857110999999804,0.07394000000022061,core 0 cpu_idle,0.002005622500005984
4.857110999999804,4.857267999999749,0.00015699999994467362,core 0 cpu_frequency,None
4.857267999999749,4.859531999999945,0.002264000000195665,core 0 cpu_idle,6.141100000530741e-05
4.859531999999945,4.8623289999995905,0.0027969999996457773,core 0 cpu_frequency,None
4.8623289999995905,5.269586999999774,0.40725800000018353,core 0 cpu_idle,0.011046873250004979
5.269586999999774,5.278118999999606,0.008531999999831896,core 0 cpu_frequency,None
5.278118999999606,5.300363999999718,0.02224500000011176,core 0 cpu_idle,0.0006033956250030315
5.300363999999718,5.304067999999916,0.0037040000001979934,core 0 cpu_frequency,None
5.304067999999916,6.069576999999754,0.7655089999998381,core 0 cpu_idle,0.02076443162499561
6.069576999999754,6.075748999999632,0.006171999999878608,core 0 cpu_frequency,None
6.075748999999632,6.076021999999739,0.0002730000001065491,core 0 cpu_idle,7.405125002890145e-06
6.076021999999739,6.076370999999654,0.00034899999991466757,core 0 cpu_frequency,None
